Region,State/Province,Category,Sub-Category,Segment,Average Order Value,Profit Margin,Distinct count of Customer ID,Distinct count of Order ID,Discount,Profit,Quantity,Sales
East,Vermont,Office Supplies,Envelopes,Consumer,2.04,0.47,1,1,0,0.96,1,2.04
East,Vermont,Office Supplies,Art,Corporate,8.04,0.34,1,1,0,2.73,6,8.04
East,Vermont,Technology,Phones,Home Office,"1,294.75",0.26,1,1,0,336.64,5,"1,294.75"
East,Vermont,Technology,Accessories,Corporate,152.51,0.36278,2,2,0,110.65,9,305.01
East,West Virginia,Furniture,Tables,Consumer,673.34,-0.11429,1,1,0.3,-76.95,3,673.34
East,West Virginia,Office Supplies,Paper,Home Office,447.84,0.49,1,1,0,219.44,8,447.84
East,West Virginia,Office Supplies,Binders,Home Office,88.64,0.49,1,1,0,43.43,7,88.64
South,Alabama,Furniture,Chairs,Home Office,141.96,0.25,1,1,0,35.49,2,141.96
South,Alabama,Furniture,Chairs,Corporate,545.88,0.13,1,1,0,70.96,6,545.88
South,Alabama,Furniture,Chairs,Consumer,"1,075.90",0.1718,3,3,0,554.51,22,"3,227.70"
South,Alabama,Furniture,Furnishings,Corporate,15.76,0.36711,2,2,0,11.57,10,31.52
South,Alabama,Furniture,Furnishings,Consumer,8.96,0.31,1,1,0,2.78,2,8.96
South,Alabama,Furniture,Tables,Corporate,787.25,0.22584,2,2,0,355.58,10,"1,574.50"
South,Alabama,Furniture,Tables,Consumer,801.96,0.25,1,1,0,200.49,2,801.96
South,Alabama,Office Supplies,Paper,Home Office,365.08,0.48007,2,2,0,350.53,9,730.16
South,Alabama,Office Supplies,Paper,Corporate,42.43,0.48745,3,3,0,62.05,16,127.3
South,Alabama,Office Supplies,Paper,Consumer,12.78,0.45512,2,2,0,11.63,4,25.56
South,Alabama,Office Supplies,Binders,Home Office,33.74,0.46,1,1,0,15.52,7,33.74
South,Alabama,Office Supplies,Binders,Corporate,38.93,0.49227,5,5,0,95.81,20,194.63
South,Alabama,Office Supplies,Binders,Consumer,79.48,0.48831,3,3,0,116.44,14,238.45
South,Alabama,Office Supplies,Storage,Corporate,275.97,0.04,1,1,0,11.04,3,275.97
South,Alabama,Office Supplies,Storage,Consumer,486.72,0.14055,2,2,0,136.82,11,973.44
South,Alabama,Office Supplies,Appliances,Corporate,208.16,0.27,1,1,0,56.2,1,208.16
South,Alabama,Office Supplies,Envelopes,Corporate,98.46,0.5,1,1,0,49.23,9,98.46
South,Alabama,Office Supplies,Envelopes,Consumer,7.38,0.46,1,1,0,3.39,2,7.38
South,Alabama,Office Supplies,Art,Home Office,3.76,0.29,1,1,0,1.09,2,3.76
South,Alabama,Office Supplies,Art,Corporate,64.22,0.29474,4,4,0,75.71,24,256.86
South,Alabama,Office Supplies,Art,Consumer,20.3,0.28916,2,2,0,11.74,12,40.59
South,Alabama,Office Supplies,Labels,Consumer,253.25,0.48912,2,2,0,247.73,8,506.49
South,Alabama,Office Supplies,Fasteners,Home Office,3.62,0.33,1,1,0,1.19,2,3.62
South,Alabama,Office Supplies,Supplies,Corporate,477.24,0.02,1,1,0,9.54,4,477.24
South,Alabama,Office Supplies,Supplies,Consumer,7.27,0.27,1,1,0,1.96,1,7.27
South,Alabama,Technology,Copiers,Corporate,899.97,0.35,1,1,0,314.99,3,899.97
South,Alabama,Technology,Phones,Home Office,90.48,0.26,1,1,0,23.52,2,90.48
South,Alabama,Technology,Phones,Corporate,"1,394.95",0.26,1,1,0,362.69,5,"1,394.95"
South,Alabama,Technology,Phones,Consumer,406.95,0.2629,3,3,0,320.97,11,"1,220.85"
South,Alabama,Technology,Accessories,Corporate,614.65,0.38711,3,3,0,713.8,11,"1,843.94"
South,Alabama,Technology,Accessories,Consumer,159.63,0.21431,3,3,0,102.63,13,478.89
South,Alabama,Technology,Machines,Corporate,"3,040.00",0.48,1,1,0,"1,459.20",8,"3,040.00"
South,Arkansas,Furniture,Chairs,Corporate,605.34,0.24,1,1,0,145.28,6,605.34
South,Arkansas,Furniture,Chairs,Consumer,"1,067.94",0.21,1,1,0,224.27,3,"1,067.94"
South,Arkansas,Furniture,Furnishings,Home Office,159.92,0.2,1,1,0,31.98,4,159.92
South,Arkansas,Furniture,Furnishings,Corporate,8.92,0.44,1,1,0,3.92,4,8.92
South,Arkansas,Furniture,Furnishings,Consumer,134.88,0.39101,3,3,0,158.22,15,404.65
South,Arkansas,Furniture,Bookcases,Consumer,638.82,0.27,1,1,0,172.48,9,638.82
South,Arkansas,Furniture,Tables,Consumer,301.96,0.15,1,1,0,45.29,2,301.96
South,Arkansas,Office Supplies,Paper,Home Office,22.68,0.48571,2,2,0,22.03,7,45.36
South,Arkansas,Office Supplies,Paper,Corporate,79.58,0.46,2,2,0,73.21,7,159.16
South,Arkansas,Office Supplies,Paper,Consumer,100.17,0.4784,6,6,0,287.52,22,601
South,Arkansas,Office Supplies,Binders,Home Office,61.93,0.49642,2,2,0,61.49,12,123.86
South,Arkansas,Office Supplies,Binders,Corporate,17.96,0.46,1,1,0,8.26,4,17.96
South,Arkansas,Office Supplies,Binders,Consumer,549.6,0.46814,5,5,0,"1,286.46",26,"2,748.01"
South,Arkansas,Office Supplies,Storage,Corporate,430,0.07463,1,1,0,32.09,8,430
South,Arkansas,Office Supplies,Envelopes,Corporate,182.94,0.47,1,1,0,85.98,3,182.94
South,Arkansas,Office Supplies,Envelopes,Consumer,64.38,0.48637,2,2,0,62.63,5,128.76
South,Arkansas,Office Supplies,Art,Home Office,4.3,0.33,1,1,0,1.42,2,4.3
South,Arkansas,Office Supplies,Art,Consumer,18.5,0.30152,4,4,0,22.31,25,74
South,Arkansas,Office Supplies,Labels,Corporate,7.31,0.47,1,1,0,3.44,1,7.31
South,Arkansas,Office Supplies,Fasteners,Home Office,30,0.48,1,1,0,14.4,6,30
South,Arkansas,Office Supplies,Fasteners,Corporate,12.67,0.36,1,1,0,4.56,7,12.67
South,Arkansas,Technology,Phones,Corporate,494.97,0.3,1,1,0,148.49,3,494.97
South,Arkansas,Technology,Phones,Consumer,547.28,0.26146,3,3,0,429.28,16,"1,641.84"
South,Arkansas,Technology,Accessories,Home Office,48.9,0.37,1,1,0,18.09,5,48.9
South,Arkansas,Technology,Accessories,Corporate,272.26,0.36951,2,2,0,201.2,13,544.51
South,Arkansas,Technology,Accessories,Consumer,239.01,0.38859,5,5,0,464.38,25,"1,195.03"
South,Florida,Furniture,Chairs,Home Office,756.67,0.05127,3,3,0.6,116.39,12,"2,270.01"
South,Florida,Furniture,Chairs,Corporate,495.34,-0.05924,8,8,1.8,-234.77,39,"3,962.75"
South,Florida,Furniture,Chairs,Consumer,705.15,0.01637,7,7,1.4,80.82,24,"4,936.06"
South,Florida,Furniture,Furnishings,Home Office,144.63,0.04137,5,5,1.2,29.92,19,723.16
South,Florida,Furniture,Furnishings,Corporate,80.49,0.13962,14,14,3.6,157.33,65,"1,126.85"
South,Florida,Furniture,Furnishings,Consumer,99.8,0.10785,18,19,4.6,204.51,66,"1,896.18"
South,Florida,Furniture,Bookcases,Home Office,339.92,0.025,1,1,0.2,8.5,5,339.92
South,Florida,Furniture,Bookcases,Corporate,260.74,0.03194,2,2,0.4,16.66,7,521.49
South,Florida,Furniture,Bookcases,Consumer,345.13,-0.08184,5,5,1,-141.23,17,"1,725.65"
South,Florida,Furniture,Tables,Home Office,854.47,-0.40995,1,1,0.9,-350.29,5,854.47
South,Florida,Furniture,Tables,Corporate,555.87,-0.50546,3,3,1.35,-842.91,17,"1,667.61"
South,Florida,Furniture,Tables,Consumer,493.82,-0.43873,6,6,2.7,"-1,299.91",23,"2,962.89"
South,Florida,Office Supplies,Paper,Home Office,40.69,0.34522,8,8,1.8,112.37,40,325.51
South,Florida,Office Supplies,Paper,Corporate,60.04,0.33319,12,12,3,240.05,75,720.46
South,Florida,Office Supplies,Paper,Consumer,55.18,0.34835,24,25,5.4,480.58,83,"1,379.58"
South,Florida,Office Supplies,Binders,Home Office,51.43,-0.80301,11,11,8.4,-454.28,46,565.72
South,Florida,Office Supplies,Binders,Corporate,106.2,-0.75237,19,19,17.5,"-1,518.13",115,"2,017.79"
South,Florida,Office Supplies,Binders,Consumer,42.58,-0.71213,26,26,21,-788.32,101,"1,106.99"
South,Florida,Office Supplies,Storage,Home Office,213.77,0.01309,3,3,0.6,8.39,10,641.32
South,Florida,Office Supplies,Storage,Corporate,403.07,0.03526,10,10,2.2,142.12,43,"4,030.71"
South,Florida,Office Supplies,Storage,Consumer,274.72,-0.12872,10,10,2.2,-353.62,34,"2,747.22"
South,Florida,Office Supplies,Appliances,Home Office,308.39,0.07615,3,3,0.6,70.45,11,925.18
South,Florida,Office Supplies,Appliances,Corporate,265.37,0.11851,7,7,1.4,220.15,19,"1,857.58"
South,Florida,Office Supplies,Appliances,Consumer,110.81,0.07627,6,7,1.6,59.16,38,775.68
South,Florida,Office Supplies,Envelopes,Corporate,5.79,0.3375,2,2,0.4,3.91,4,11.58
South,Florida,Office Supplies,Envelopes,Consumer,28.49,0.3443,7,7,1.4,68.66,22,199.42
South,Florida,Office Supplies,Art,Home Office,19.79,0.12979,6,6,1.2,15.41,22,118.74
South,Florida,Office Supplies,Art,Corporate,31.62,0.09062,11,12,2.4,34.39,36,379.48
South,Florida,Office Supplies,Art,Consumer,19.34,0.13229,11,11,2.2,28.14,33,212.7
South,Florida,Office Supplies,Labels,Home Office,10.4,0.3364,3,3,0.8,10.5,8,31.21
South,Florida,Office Supplies,Labels,Corporate,9.26,0.3453,7,7,1.4,22.39,26,64.85
South,Florida,Office Supplies,Labels,Consumer,41.39,0.35782,7,7,1.4,103.68,16,289.75
South,Florida,Office Supplies,Fasteners,Home Office,13.02,0.31932,2,2,0.4,8.32,5,26.04
South,Florida,Office Supplies,Fasteners,Corporate,1.98,0.3375,1,1,0.2,0.67,2,1.98
South,Florida,Office Supplies,Fasteners,Consumer,10.62,0.35436,2,2,0.4,7.52,8,21.23
South,Florida,Office Supplies,Supplies,Home Office,5.55,-0.1875,1,1,0.2,-1.04,2,5.55
South,Florida,Office Supplies,Supplies,Corporate,349.48,-0.18554,3,3,0.6,-194.53,15,"1,048.44"
South,Florida,Office Supplies,Supplies,Consumer,4.63,-0.14809,3,3,0.6,-2.06,6,13.9
South,Florida,Technology,Copiers,Consumer,719.98,0.27917,2,2,0.4,401.99,4,"1,439.97"
South,Florida,Technology,Phones,Home Office,251.69,0.08714,6,6,1.2,131.59,20,"1,510.14"
South,Florida,Technology,Phones,Corporate,244.76,0.10551,14,15,3,387.39,50,"3,671.41"
South,Florida,Technology,Phones,Consumer,825.89,0.08433,12,12,2.6,835.78,60,"9,910.63"
South,Florida,Technology,Accessories,Home Office,356.88,0.1109,7,7,1.4,277.05,32,"2,498.17"
South,Florida,Technology,Accessories,Corporate,225.83,0.22938,5,5,1,259,22,"1,129.13"
South,Florida,Technology,Accessories,Consumer,171.9,0.09577,13,13,3,214.02,54,"2,234.65"
South,Florida,Technology,Machines,Home Office,"23,459.78",-0.0779,1,1,1,"-1,827.50",10,"23,459.78"
South,Florida,Technology,Machines,Corporate,265.48,-0.42,1,1,0.5,-111.5,1,265.48
South,Florida,Technology,Machines,Consumer,282.9,-0.04361,3,3,1.5,-37.01,7,848.69
South,Georgia,Furniture,Chairs,Home Office,422.85,0.25856,2,2,0,218.66,6,845.7
South,Georgia,Furniture,Chairs,Corporate,287.81,0.16712,2,2,0,96.2,6,575.61
South,Georgia,Furniture,Chairs,Consumer,218.43,0.22777,2,2,0,99.5,5,436.85
South,Georgia,Furniture,Furnishings,Home Office,31.94,0.37597,4,4,0,48.03,15,127.76
South,Georgia,Furniture,Furnishings,Corporate,151.91,0.46021,5,5,0,349.56,24,759.56
South,Georgia,Furniture,Furnishings,Consumer,101.97,0.23567,9,9,0,216.29,29,917.76
South,Georgia,Furniture,Bookcases,Home Office,239.98,0.22,1,1,0,52.8,2,239.98
South,Georgia,Furniture,Bookcases,Corporate,302.94,0.25,1,1,0,75.74,3,302.94
South,Georgia,Furniture,Bookcases,Consumer,"1,083.53",0.23218,3,3,0,754.73,21,"3,250.58"
South,Georgia,Furniture,Tables,Home Office,432.37,0.15952,2,2,0,137.95,5,864.74
South,Georgia,Office Supplies,Paper,Home Office,236.57,0.47707,5,5,0,564.3,40,"1,182.84"
South,Georgia,Office Supplies,Paper,Corporate,67.49,0.47383,6,6,0,191.88,30,404.95
South,Georgia,Office Supplies,Paper,Consumer,105.34,0.48319,13,13,0,661.7,69,"1,369.45"
South,Georgia,Office Supplies,Binders,Home Office,377.9,0.49344,4,4,0,745.87,8,"1,511.59"
South,Georgia,Office Supplies,Binders,Corporate,432.53,0.4717,8,8,0,"1,632.21",27,"3,460.25"
South,Georgia,Office Supplies,Binders,Consumer,609.13,0.49836,11,11,0,"3,339.22",41,"6,700.48"
South,Georgia,Office Supplies,Storage,Home Office,411.93,0.14616,5,5,0,301.04,19,"2,059.66"
South,Georgia,Office Supplies,Storage,Corporate,"1,367.12",0.13988,2,2,0,382.47,12,"2,734.23"
South,Georgia,Office Supplies,Storage,Consumer,431.23,0.1648,6,6,0,426.41,22,"2,587.40"
South,Georgia,Office Supplies,Appliances,Corporate,525.59,0.31789,5,5,0,835.42,23,"2,627.97"
South,Georgia,Office Supplies,Appliances,Consumer,268.06,0.27751,3,3,0,223.16,12,804.18
South,Georgia,Office Supplies,Envelopes,Home Office,146.66,0.47,2,2,0,137.86,10,293.32
South,Georgia,Office Supplies,Envelopes,Corporate,22.77,0.48501,2,2,0,22.08,8,45.53
South,Georgia,Office Supplies,Envelopes,Consumer,35.91,0.4745,3,3,0,51.11,15,107.72
South,Georgia,Office Supplies,Art,Home Office,67.72,0.31676,3,3,0,64.35,17,203.15
South,Georgia,Office Supplies,Art,Corporate,46.52,0.30915,3,3,0,43.15,9,139.56
South,Georgia,Office Supplies,Art,Consumer,20.44,0.28383,9,9,0,52.22,29,183.97
South,Georgia,Office Supplies,Labels,Home Office,15.75,0.48,1,1,0,7.56,5,15.75
South,Georgia,Office Supplies,Labels,Corporate,14.3,0.47651,3,3,0,20.45,7,42.91
South,Georgia,Office Supplies,Labels,Consumer,62.09,0.47251,3,3,0,88.01,19,186.26
South,Georgia,Office Supplies,Fasteners,Home Office,9.45,0.02,1,1,0,0.19,5,9.45
South,Georgia,Office Supplies,Fasteners,Consumer,5.67,0.02,1,1,0,0.11,3,5.67
South,Georgia,Office Supplies,Supplies,Corporate,34.48,0.29,1,1,0,10,2,34.48
South,Georgia,Office Supplies,Supplies,Consumer,5.04,0.03,1,1,0,0.15,2,5.04
South,Georgia,Technology,Copiers,Corporate,"2,999.95",0.48,1,1,0,"1,439.98",5,"2,999.95"
South,Georgia,Technology,Phones,Home Office,293.52,0.26095,3,3,0,229.78,11,880.55
South,Georgia,Technology,Phones,Corporate,273.12,0.28466,4,4,0,310.98,25,"1,092.46"
South,Georgia,Technology,Phones,Consumer,838.62,0.26651,6,6,0,"1,341.00",24,"5,031.72"
South,Georgia,Technology,Accessories,Home Office,215.99,0.33501,2,2,0,144.72,6,431.98
South,Georgia,Technology,Accessories,Corporate,108.84,0.19901,6,7,0,151.61,26,761.85
South,Georgia,Technology,Accessories,Consumer,273.78,0.24006,9,9,0,591.52,54,"2,464.04"
South,Georgia,Technology,Machines,Consumer,396,0.48,1,1,0,190.08,4,396
South,Kentucky,Furniture,Chairs,Home Office,"1,303.88",0.28974,2,2,0,755.57,10,"2,607.76"
South,Kentucky,Furniture,Chairs,Corporate,606.23,0.27529,3,3,0,500.67,7,"1,818.69"
South,Kentucky,Furniture,Chairs,Consumer,534.12,0.2696,9,9,0,"1,296.02",36,"4,807.12"
South,Kentucky,Furniture,Furnishings,Home Office,30.7,0.40432,4,4,0,49.65,12,122.8
South,Kentucky,Furniture,Furnishings,Consumer,237.94,0.24437,7,7,0,407.01,36,"1,665.57"
South,Kentucky,Furniture,Bookcases,Consumer,261.96,0.16,1,1,0,41.91,2,261.96
South,Kentucky,Furniture,Tables,Consumer,842.94,0.19,1,1,0,160.16,3,842.94
South,Kentucky,Office Supplies,Paper,Home Office,6.54,0.46,1,1,0,3.01,1,6.54
South,Kentucky,Office Supplies,Paper,Corporate,122.56,0.47842,6,6,0,351.8,24,735.34
South,Kentucky,Office Supplies,Paper,Consumer,79.17,0.46546,4,4,0,147.4,18,316.67
South,Kentucky,Office Supplies,Binders,Home Office,199.86,0.45618,5,5,0,455.85,23,999.28
South,Kentucky,Office Supplies,Binders,Corporate,241.41,0.47047,3,3,0,340.73,34,724.23
South,Kentucky,Office Supplies,Binders,Consumer,219.15,0.47835,9,9,0,943.45,30,"1,972.31"
South,Kentucky,Office Supplies,Storage,Home Office,774.97,0.24496,2,2,0,379.67,19,"1,549.94"
South,Kentucky,Office Supplies,Storage,Corporate,247.1,0.04931,5,5,0,60.93,18,"1,235.48"
South,Kentucky,Office Supplies,Storage,Consumer,291,0.20363,7,7,0,414.79,33,"2,037.01"
South,Kentucky,Office Supplies,Appliances,Corporate,177.6,0.28347,2,2,0,100.69,6,355.2
South,Kentucky,Office Supplies,Appliances,Consumer,163.4,0.2759,6,6,0,270.5,23,980.42
South,Kentucky,Office Supplies,Envelopes,Home Office,89.36,0.45391,1,1,0,40.56,4,89.36
South,Kentucky,Office Supplies,Envelopes,Corporate,5.32,0.49,1,1,0,2.61,2,5.32
South,Kentucky,Office Supplies,Envelopes,Consumer,10.67,0.46,1,1,0,4.91,1,10.67
South,Kentucky,Office Supplies,Art,Home Office,5.48,0.27,1,1,0,1.48,2,5.48
South,Kentucky,Office Supplies,Art,Corporate,21.46,0.33173,3,3,0,21.36,21,64.38
South,Kentucky,Office Supplies,Art,Consumer,46.81,0.26978,6,6,0,75.77,17,280.86
South,Kentucky,Office Supplies,Labels,Home Office,30,0.48,1,1,0,14.4,8,30
